gobinath,htc,1452429000000,0770000049,INCOMING,1452429000000,1452431160000
gobinath,htc,1452436020000,0770000028,MISSED,1452436020000,1452436020000
gobinath,htc,1452439560000,0770000055,OUTGOING,1452439560000,1452440100000
gobinath,htc,1452443520000,0770000092,OUTGOING,1452443520000,1452445320000
gobinath,htc,1452451740000,0770000072,OUTGOING,1452451740000,1452454260000
gobinath,htc,1452457320000,0770000042,OUTGOING,1452457320000,1452457800000
gobinath,htc,1452465180000,0770000043,MISSED,1452465180000,1452465180000
gobinath,htc,1452469380000,0770000029,OUTGOING,1452469380000,1452472260000
gobinath,htc,1452478680000,0770000065,MISSED,1452478680000,1452478680000
gobinath,htc,1452479280000,0770000087,MISSED,1452479280000,1452479280000
gobinath,htc,1452485340000,0770000042,MISSED,1452485340000,1452485340000
gobinath,htc,1452487800000,0770000018,MISSED,1452487800000,1452487800000
gobinath,htc,1452492600000,0770000028,INCOMING,1452492600000,1452494580000
gobinath,htc,1452498720000,0770000042,MISSED,1452498720000,1452498720000
gobinath,htc,1452501600000,0770000055,OUTGOING,1452501600000,1452503940000
gobinath,htc,1452509460000,0770000039,INCOMING,1452509460000,1452512700000
gobinath,htc,1452515640000,0770000023,INCOMING,1452515640000,1452517080000
gobinath,htc,1452519780000,0770000039,INCOMING,1452519780000,1452520980000
gobinath,htc,1452528120000,0770000092,INCOMING,1452528120000,1452531420000
gobinath,htc,1452536520000,0770000037,MISSED,1452536520000,1452536520000
gobinath,htc,1452542280000,0770000064,OUTGOING,1452542280000,1452542940000
gobinath,htc,1452546120000,0770000087,INCOMING,1452546120000,1452546480000
gobinath,htc,1452549180000,0770000085,INCOMING,1452549180000,1452550560000
gobinath,htc,1452556740000,0770000041,OUTGOING,1452556740000,1452559140000
gobinath,htc,1452565080000,0770000030,OUTGOING,1452565080000,1452565620000
gobinath,htc,1452568620000,0770000043,OUTGOING,1452568620000,1452570960000
gobinath,htc,1452574140000,0770000050,MISSED,1452574140000,1452574140000
gobinath,htc,1452578700000,0770000003,MISSED,1452578700000,1452578700000
gobinath,htc,1452586140000,0770000052,MISSED,1452586140000,1452586140000
gobinath,htc,1452587880000,0770000012,OUTGOING,1452587880000,1452588780000
gobinath,htc,1452595560000,0770000026,OUTGOING,1452595560000,1452598020000
gobinath,htc,1452600480000,0770000099,MISSED,1452600480000,1452600480000
gobinath,htc,1452603240000,0770000068,INCOMING,1452603240000,1452603360000
gobinath,htc,1452609360000,0770000018,OUTGOING,1452609360000,1452612360000
gobinath,htc,1452613260000,0770000079,INCOMING,1452613260000,1452613860000
gobinath,htc,1452618840000,0770000013,OUTGOING,1452618840000,1452618960000
gobinath,htc,1452625980000,0770000022,MISSED,1452625980000,1452625980000
gobinath,htc,1452630540000,0770000085,MISSED,1452630540000,1452630540000
gobinath,htc,1452635940000,0770000078,MISSED,1452635940000,1452635940000
gobinath,htc,1452641220000,0770000057,INCOMING,1452641220000,1452644040000
gobinath,htc,1452649080000,0770000059,MISSED,1452649080000,1452649080000
gobinath,htc,1452654660000,0770000033,INCOMING,1452654660000,1452657960000
gobinath,htc,1452660660000,0770000054,INCOMING,1452660660000,1452662100000
gobinath,htc,1452668220000,0770000084,MISSED,1452668220000,1452668220000
gobinath,htc,1452674340000,0770000001,INCOMING,1452674340000,1452675600000
gobinath,htc,1452682920000,0770000006,OUTGOING,1452682920000,1452683700000
gobinath,htc,1452689820000,0770000022,MISSED,1452689820000,1452689820000
gobinath,htc,1452691380000,0770000055,OUTGOING,1452691380000,1452693540000
gobinath,htc,1452694020000,0770000097,OUTGOING,1452694020000,1452695160000
gobinath,htc,1452698100000,0770000098,INCOMING,1452698100000,1452698220000
gobinath,htc,1452703200000,0770000001,MISSED,1452703200000,1452703200000
gobinath,htc,1452709500000,0770000083,INCOMING,1452709500000,1452709860000
gobinath,htc,1452716100000,0770000009,OUTGOING,1452716100000,1452716820000
gobinath,htc,1452720780000,0770000055,MISSED,1452720780000,1452720780000
gobinath,htc,1452725520000,0770000085,OUTGOING,1452725520000,1452729000000
gobinath,htc,1452735360000,0770000048,MISSED,1452735360000,1452735360000
gobinath,htc,1452738660000,0770000059,INCOMING,1452738660000,1452739500000
gobinath,htc,1452743460000,0770000078,MISSED,1452743460000,1452743460000
gobinath,htc,1452749040000,0770000015,INCOMING,1452749040000,1452752220000
gobinath,htc,1452752880000,0770000064,OUTGOING,1452752880000,1452753840000
gobinath,htc,1452757740000,0770000082,MISSED,1452757740000,1452757740000
gobinath,htc,1452764640000,0770000019,MISSED,1452764640000,1452764640000
gobinath,htc,1452767160000,0770000013,INCOMING,1452767160000,1452769500000
gobinath,htc,1452771300000,0770000037,OUTGOING,1452771300000,1452773700000
gobinath,htc,1452781080000,0770000089,MISSED,1452781080000,1452781080000
gobinath,htc,1452785940000,0770000069,MISSED,1452785940000,1452785940000
gobinath,htc,1452793020000,0770000092,INCOMING,1452793020000,1452796200000
gobinath,htc,1452800760000,0770000078,OUTGOING,1452800760000,1452802440000
gobinath,htc,1452807300000,0770000012,MISSED,1452807300000,1452807300000
gobinath,htc,1452811560000,0770000006,MISSED,1452811560000,1452811560000
gobinath,htc,1452817680000,0770000097,OUTGOING,1452817680000,1452819960000
gobinath,htc,1452822840000,0770000098,MISSED,1452822840000,1452822840000
gobinath,htc,1452829740000,0770000002,MISSED,1452829740000,1452829740000
gobinath,htc,1452830220000,0770000021,MISSED,1452830220000,1452830220000
gobinath,htc,1452832260000,0770000000,MISSED,1452832260000,1452832260000
gobinath,htc,1452839640000,0770000019,INCOMING,1452839640000,1452840360000
gobinath,htc,1452846780000,0770000024,MISSED,1452846780000,1452846780000
gobinath,htc,1452853380000,0770000080,OUTGOING,1452853380000,1452853440000
gobinath,htc,1452854220000,0770000097,MISSED,1452854220000,1452854220000
gobinath,htc,1452855180000,0770000041,MISSED,1452855180000,1452855180000
gobinath,htc,1452855480000,0770000048,INCOMING,1452855480000,1452858960000
gobinath,htc,1452861420000,0770000098,OUTGOING,1452861420000,1452864060000
gobinath,htc,1452871140000,0770000064,MISSED,1452871140000,1452871140000
gobinath,htc,1452874320000,0770000090,INCOMING,1452874320000,1452875400000
gobinath,htc,1452879780000,0770000069,OUTGOING,1452879780000,1452880980000
gobinath,htc,1452885360000,0770000023,OUTGOING,1452885360000,1452888660000
gobinath,htc,1452890580000,0770000095,MISSED,1452890580000,1452890580000
gobinath,htc,1452896880000,0770000099,MISSED,1452896880000,1452896880000
gobinath,htc,1452898140000,0770000062,MISSED,1452898140000,1452898140000
gobinath,htc,1452904260000,0770000042,MISSED,1452904260000,1452904260000
gobinath,htc,1452906420000,0770000045,OUTGOING,1452906420000,1452908160000
gobinath,htc,1452908580000,0770000003,INCOMING,1452908580000,1452909900000
gobinath,htc,1452912060000,0770000056,OUTGOING,1452912060000,1452915540000
gobinath,htc,1452916980000,0770000042,INCOMING,1452916980000,1452918000000
gobinath,htc,1452920760000,0770000022,INCOMING,1452920760000,1452923400000
gobinath,htc,1452928740000,0770000054,OUTGOING,1452928740000,1452932100000
gobinath,htc,1452934320000,0770000005,INCOMING,1452934320000,1452935040000
gobinath,htc,1452940320000,0770000005,OUTGOING,1452940320000,1452943020000
gobinath,htc,1452944400000,0770000080,OUTGOING,1452944400000,1452946980000
gobinath,htc,1452949860000,0770000094,MISSED,1452949860000,1452949860000
gobinath,htc,1452955080000,0770000038,INCOMING,1452955080000,1452956220000
gobinath,htc,1452960660000,0770000016,MISSED,1452960660000,1452960660000
gobinath,htc,1452966600000,0770000005,INCOMING,1452966600000,1452968220000
gobinath,htc,1452975420000,0770000085,MISSED,1452975420000,1452975420000
gobinath,htc,1452981120000,0770000050,INCOMING,1452981120000,1452982020000
gobinath,htc,1452989160000,0770000031,INCOMING,1452989160000,1452990360000
gobinath,htc,1452993540000,0770000073,OUTGOING,1452993540000,1452994740000
gobinath,htc,1452997380000,0770000081,OUTGOING,1452997380000,1452997620000
gobinath,htc,1453003620000,0770000002,OUTGOING,1453003620000,1453006620000
gobinath,htc,1453009800000,0770000037,INCOMING,1453009800000,1453013340000
